date,venue,match_category,team_1,team_2,team_1_runs,team_1_wickets,team_2_runs,team_2_wickets,pom,world_cup_year,host_country,match_status,winning_team,bowler_one,bowler_one_wicket,bowler_two,bowler_two_wicket,batter_one,batter_one_score,batter_two,batter_two_score
2011-03-02,Bengaluru,League-Match,ENG,IRE,,,,,Kevin O'Brien,2011,India,played,Ireland,JF Mooney,4,GP Swann,3,"""KJ OBrien",113,IJL Trott,92
2011-03-13,Wankhede,League-Match,NZ,CAN,,,,,Brendon McCullum,2011,India,played,New Zealand,JDP Oram,3,HS Baidwan,3,BB McCullum,101,A Bagai,84
2011-03-29,Colombo (RPS),Semi-Final,NZ,SL,,,,,Kumar Sangakkara,2011,Sri Lanka,played,Sri Lanka,BAW Mendis,3,TG Southee,3,TM Dilshan,73,SB Styris,57
2011-03-25,Mirpur,Final,NZ,SA,,,,,Jacob Oram,2011,Bangladesh,played,New Zealand,JDP Oram,4,NL McCullum,3,JD Ryder,83,JH Kallis,47
2011-03-16,Bengaluru,League-Match,CAN,AUS,,,,,Shane Watson,2011,India,played,Australia,B Lee,4,SW Tait,2,SR Watson,94,BJ Haddin,88
2011-02-24,Delhi,League-Match,WI,SA,,,,,AB de Villiers,2011,India,played,South Africa,Imran Tahir,4,DW Steyn,3,AB de Villiers,107,DM Bravo,73
2011-02-28,Nagpur,League-Match,ZIM,CAN,,,,,Tatenda Taibu,2011,India,played,Zimbabwe,WD Balaji Rao,4,RW Price,3,T Taibu,98,CR Ervine,85
2011-03-30,Mohali,Semi-Final,IND,PAK,,,,,Sachin Tendulkar,2011,India,played,India,Wahab Riaz,5,A Nehra,2,SR Tendulkar,85,Misbah-ul-Haq,56
2011-03-07,Delhi,League-Match,KENYA,CAN,,,,,Henry Osinde,2011,India,played,Canada,H Osinde,4,Rizwan Cheema,2,AS Hansra,70,A Bagai,64
2011-03-10,Pallekele,League-Match,SL,ZIM,,,,,Tillakaratne Dilshan,2011,Sri Lanka,played,Sri Lanka,TM Dilshan,4,CB Mpofu,4,TM Dilshan,144,WU Tharanga,133
2011-02-27,Bengaluru,League-Match,IND,ENG,,,,,Andrew Strauss,2011,India,played,NA,TT Bresnan,5,Z Khan,3,AJ Strauss,158,SR Tendulkar,120
2011-03-15,Eden Gardens,League-Match,SA,IRE,,,,,Jean-Paul Duminy,2011,India,played,South Africa,RJ Peterson,3,M Morkel,3,JP Duminy,99,CA Ingram,46
2011-03-09,Delhi,League-Match,NED,IND,,,,,Yuvraj Singh,2011,India,played,India,Z Khan,3,PM Seelaar,3,Yuvraj Singh,51,V Sehwag,39
2011-03-14,Chattogram,League-Match,NED,BAN,,,,,Imrul Kayes,2011,Bangladesh,played,Bangladesh,Abdur Razzak,3,TLW Cooper,2,Imrul Kayes,73,RN ten Doeschate,53
NA,Chattogram,League-Match,ENG,BAN,,,,,Imrul Kayes,2011,Bangladesh,played,Bangladesh,A Shahzad,3,Abdur Razzak,2,IJL Trott,67,EJG Morgan,63
2011-02-22,Nagpur,League-Match,NED,ENG,,,,,Ryan ten Doeschate,2011,India,played,England,GP Swann,2,RN ten Doeschate,2,RN ten Doeschate,119,AJ Strauss,88
NA,Mirpur,League-Match,BAN,WI,,,,,Kemar Roach,2011,Bangladesh,played,West Indies,SJ Benn,4,DJG Sammy,3,CH Gayle,37,Junaid Siddique,25
2011-03-05,Colombo (RPS),League-Match,SL,AUS,,,NA,NA,NA,2011,Sri Lanka,abandoned,NA,SW Tait,1,B Lee,1,KC Sangakkara,73,TT Samaraweera,34
2011-03-06,Chennai,League-Match,ENG,SA,,,,,Ravi Bopara,2011,India,played,England,SCJ Broad,4,Imran Tahir,4,RS Bopara,60,IJL Trott,52
NA,Mirpur,League-Match,BAN,IRE,,,,,Tamim Iqbal,2011,Bangladesh,played,Bangladesh,Shafiul Islam,4,AC Botha,3,Tamim Iqbal,44,"""NJ OBrien",38
2011-03-08,Pallekele,League-Match,NZ,PAK,,,,,Ross Taylor,2011,Sri Lanka,played,New Zealand,TG Southee,3,Umar Gul,3,LRPL Taylor,131,Abdul Razzaq,62
2011-03-04,Ahmedabad,League-Match,ZIM,NZ,,,,,Martin Guptill,2011,India,played,New Zealand,TG Southee,3,DL Vettori,2,MJ Guptill,86,BB McCullum,76
NA,Bengaluru,League-Match,IRE,IND,,,,,Yuvraj Singh,2011,India,played,India,Yuvraj Singh,5,Z Khan,3,WTS Porterfield,75,Yuvraj Singh,50
2011-02-23,Hambantota,League-Match,PAK,KENYA,,,,,Umar Akmal,2011,Sri Lanka,played,Pakistan,Shahid Afridi,5,TM Odoyo,3,Umar Akmal,71,Misbah-ul-Haq,65
NA,Hambantota,League-Match,SL,CAN,,,,,Mahela Jayawardene,2011,Sri Lanka,played,Sri Lanka,KMDN Kulasekara,3,NLTC Perera,3,DPMD Jayawardene,100,KC Sangakkara,92
NA,Pallekele,League-Match,ZIM,PAK,,,,,Umar Gul,2011,Sri Lanka,played,Pakistan,Umar Gul,3,RW Price,2,Asad Shafiq,78,CR Ervine,52
2011-02-26,Colombo (RPS),League-Match,PAK,SL,,,,,Shahid Afridi,2011,Sri Lanka,played,Pakistan,Shahid Afridi,4,Shoaib Akhtar,2,Misbah-ul-Haq,83,Younis Khan,72
2015-03-11,Hobart,League-Match,SL,SCOT,,,,,Kumar Sangakkara,2015,Australia,played,Sri Lanka,KMDN Kulasekara,3,PVD Chameera,3,KC Sangakkara,124,TM Dilshan,104
2015-02-24,Canberra,League-Match,WI,ZIM,,,,,Chris Gayle,2015,Australia,played,West Indies,JE Taylor,3,JO Holder,3,CH Gayle,215,MN Samuels,133
2015-03-24,Auckland,Semi-Final,SA,NZ,,,,,Grant Elliott,2015,New Zealand,played,NA,M Morkel,3,CJ Anderson,3,GD Elliott,84,F du Plessis,82
2015-03-18,Sydney,Final,SL,SA,,,,,Imran Tahir,2015,Australia,played,South Africa,Imran Tahir,4,JP Duminy,3,Q de Kock,78,KC Sangakkara,45
2015-03-19,Melbourne,Final,IND,BAN,,,,,Rohit Sharma,2015,Australia,played,India,UT Yadav,4,Taskin Ahmed,3,RG Sharma,137,SK Raina,65
2015-02-25,Brisbane,League-Match,UAE,IRE,,,,,Gary Wilson,2015,Australia,played,Ireland,Amjad Javed,3,PR Stirling,2,Shaiman Anwar,106,GC Wilson,80
2015-03-09,Adelaide,League-Match,BAN,ENG,,,,,Mahmudullah,2015,Australia,played,Bangladesh,Rubel Hossain,4,JM Anderson,2,Mahmudullah,103,Mushfiqur Rahim,89
2015-03-07,Auckland,League-Match,PAK,SA,,,,,Sarfaraz Ahmed,2015,New Zealand,played,Pakistan,DW Steyn,3,Rahat Ali,3,AB de Villiers,77,Misbah-ul-Haq,56
2015-03-29,Melbourne,Final,NZ,AUS,,,,,James Faulkner,2015,Australia,played,Australia,MG Johnson,3,JP Faulkner,3,GD Elliott,83,MJ Clarke,74
NA,Perth,League-Match,AUS,AFG,,,,,David Warner,2015,Australia,played,Australia,MG Johnson,4,MA Starc,2,DA Warner,178,SPD Smith,95
2015-02-17,Dunedin,League-Match,SCOT,NZ,,,,,Trent Boult,2015,New Zealand,played,New Zealand,DL Vettori,3,CJ Anderson,3,MW Machan,56,RD Berrington,50
2015-03-05,Nelson,League-Match,SCOT,BAN,,,,,Kyle Coetzer,2015,New Zealand,played,Bangladesh,Taskin Ahmed,3,Nasir Hossain,2,KJ Coetzer,156,Tamim Iqbal,95
2015-03-06,Perth,League-Match,WI,IND,,,,,Mohammed Shami,2015,Australia,played,India,Mohammed Shami,3,RA Jadeja,2,JO Holder,57,MS Dhoni,45
2015-03-15,Napier,League-Match,UAE,WI,,,,,Jason Holder,2015,New Zealand,played,West Indies,JO Holder,4,JE Taylor,3,Nasir Aziz,60,Amjad Javed,56
2015-02-20,Wellington,League-Match,ENG,NZ,,,,,Tim Southee,2015,New Zealand,played,New Zealand,TG Southee,7,CR Woakes,2,BB McCullum,77,JE Root,46
2015-02-14,Christchurch,League-Match,NZ,SL,,,,,Corey Anderson,2015,New Zealand,played,New Zealand,BMAJ Mendis,2,DL Vettori,2,CJ Anderson,75,BB McCullum,65
NA,Adelaide,League-Match,IRE,PAK,,,,,Sarfaraz Ahmed,2015,Australia,played,Pakistan,Wahab Riaz,3,Sohail Khan,2,WTS Porterfield,107,Sarfaraz Ahmed,101
2015-03-20,Adelaide,Final,PAK,AUS,,,,,Josh Hazlewood,2015,Australia,played,Australia,JR Hazlewood,4,MA Starc,2,SPD Smith,65,SR Watson,64
2015-03-21,Wellington,Final,NZ,WI,,,,,Martin Guptill,2015,New Zealand,played,New Zealand,TA Boult,4,JE Taylor,3,MJ Guptill,237,CH Gayle,61
2015-03-04,Napier,League-Match,PAK,UAE,,,,,Ahmed Shehzad,2015,New Zealand,played,Pakistan,AM Guruge,4,Shahid Afridi,2,Ahmed Shehzad,93,Haris Sohail,70
2015-02-28,Auckland,League-Match,AUS,NZ,,,,,Trent Boult,2015,New Zealand,played,New Zealand,MA Starc,6,TA Boult,5,BB McCullum,50,KS Williamson,45
2015-02-21,Christchurch,League-Match,WI,PAK,,,,,Andre Russell,2015,New Zealand,played,West Indies,JE Taylor,3,AD Russell,3,Umar Akmal,59,D Ramdin,51
NA,Sydney,League-Match,AFG,ENG,,,,,Chris Jordan,2015,Australia,played,England,CJ Jordan,2,RS Bopara,2,IR Bell,52,AD Hales,37
NA,Perth,League-Match,UAE,IND,,,,,Ravichandran Ashwin,2015,Australia,played,India,R Ashwin,4,UT Yadav,2,RG Sharma,57,Shaiman Anwar,35
2015-02-27,Sydney,League-Match,SA,WI,,,,,AB de Villiers,2015,Australia,played,South Africa,Imran Tahir,5,M Morkel,2,AB de Villiers,162,HM Amla,65
2015-02-18,Canberra,League-Match,BAN,AFG,,,,,Mushfiqur Rahim,2015,Australia,played,Bangladesh,Mashrafe Mortaza,3,Shapoor Zadran,2,Mushfiqur Rahim,71,Shakib Al Hasan,63
2015-02-22,Dunedin,League-Match,AFG,SL,,,,,Mahela Jayawardene,2015,New Zealand,played,Sri Lanka,SL Malinga,3,Hamid Hassan,3,DPMD Jayawardene,100,Asghar Afghan,54
2015-03-13,Hamilton,League-Match,BAN,NZ,,,,,Martin Guptill,2015,New Zealand,played,New Zealand,Shakib Al Hasan,4,CJ Anderson,2,Mahmudullah,128,MJ Guptill,105
2015-02-23,Christchurch,League-Match,ENG,SCOT,,,,,Moeen Ali,2015,New Zealand,played,England,JH Davey,4,ST Finn,3,MM Ali,128,KJ Coetzer,71
2015-02-19,Nelson,League-Match,UAE,ZIM,,,,,Sean Williams,2015,New Zealand,played,Zimbabwe,TL Chatara,3,SF Mire,2,SC Williams,76,Shaiman Anwar,67
2015-03-03,Canberra,League-Match,SA,IRE,,,,,Hashim Amla,2015,Australia,played,South Africa,KJ Abbott,4,M Morkel,3,HM Amla,159,F du Plessis,109
2015-03-14,Auckland,League-Match,ZIM,IND,,,,,Suresh Raina,2015,New Zealand,played,India,UT Yadav,3,MM Sharma,3,BRM Taylor,138,SK Raina,110
2015-03-10,Hamilton,League-Match,IRE,IND,,,,,Shikhar Dhawan,2015,New Zealand,played,India,Mohammed Shami,3,R Ashwin,2,S Dhawan,100,"""NJ OBrien",75
2015-02-26,Dunedin,League-Match,SCOT,AFG,,,,,Samiullah Shinwari,2015,New Zealand,played,Afghanistan,Shapoor Zadran,4,RD Berrington,4,Samiullah Shinwari,96,Javed Ahmadi,51
2015-02-16,Nelson,League-Match,WI,IRE,,,,,Paul Stirling,2015,New Zealand,played,Ireland,GH Dockrell,3,JE Taylor,3,LMP Simmons,102,PR Stirling,92
2015-03-01,Wellington,League-Match,ENG,SL,,,,,Kumar Sangakkara,2015,New Zealand,played,Sri Lanka,TM Dilshan,1,AD Mathews,1,HDRL Thirimanne,139,JE Root,121
2015-03-08,Napier,League-Match,AFG,NZ,,,,,Daniel Vettori,2015,New Zealand,played,New Zealand,DL Vettori,4,TA Boult,3,MJ Guptill,57,Najibullah Zadran,56
2015-03-26,Sydney,Semi-Final,AUS,IND,,,,,Steven Smith,2015,Australia,played,Australia,UT Yadav,4,JP Faulkner,3,SPD Smith,105,AJ Finch,81
2015-02-15,Hamilton,League-Match,SA,ZIM,,,,,David Miller,2015,New Zealand,played,South Africa,Imran Tahir,3,VD Philander,2,DA Miller,138,JP Duminy,115
2015-03-12,Wellington,League-Match,SA,UAE,,,,,AB de Villiers,2015,New Zealand,played,South Africa,Mohammad Naveed,3,M Morkel,2,AB de Villiers,99,F Behardien,64
NA,Brisbane,League-Match,Australia,Bangladesh,NA,NA,NA,NA,NA,2015,Australia,played,NA,NA,0,NA,0,NA,0,NA,0
NA,Melbourne,League-Match,SL,BAN,,,,,Tillakaratne Dilshan,2015,Australia,played,Sri Lanka,SL Malinga,3,TM Dilshan,2,TM Dilshan,161,KC Sangakkara,105
NA,Hobart,League-Match,SCOT,AUS,,,,,Mitchell Starc,2015,Australia,played,Australia,MA Starc,4,PJ Cummins,3,MJ Clarke,47,MW Machan,40
NA,Taunton,League-Match,AFG,NZ,,,,,James Neesham,2019,England,played,New Zealand,JDS Neesham,5,LH Ferguson,4,KS Williamson,79,Hashmatullah Shahidi,59
2019-06-02,The Oval,League-Match,BAN,SA,,,,,Shakib Al Hasan,2019,England,played,Bangladesh,Mustafizur Rahman,3,AL Phehlukwayo,2,Mushfiqur Rahim,78,Shakib Al Hasan,75
2019-06-08,Cardiff,League-Match,ENG,BAN,,,,,Jason Roy,2019,England,played,England,JC Archer,3,BA Stokes,3,JJ Roy,153,Shakib Al Hasan,121
2019-06-04,Cardiff,League-Match,SL,AFG,,,,,Nuwan Pradeep,2019,England,played,Sri Lanka,Mohammad Nabi,4,N Pradeep,4,MDKJ Perera,78,Najibullah Zadran,43
2019-06-24,Southampton,League-Match,BAN,AFG,,,,,Shakib Al Hasan,2019,England,played,Bangladesh,Shakib Al Hasan,5,Mujeeb Ur Rahman,3,Mushfiqur Rahim,83,Shakib Al Hasan,51
2019-06-22,Southampton,League-Match,IND,AFG,,,,,Jasprit Bumrah,2019,England,played,India,Mohammed Shami,4,YS Chahal,2,V Kohli,67,Mohammad Nabi,52
2019-06-18,Manchester,League-Match,ENG,AFG,,,,,Eoin Morgan,2019,England,played,England,JC Archer,3,AU Rashid,3,EJG Morgan,148,JM Bairstow,90
2019-07-03,Chester-le-Street,League-Match,ENG,NZ,,,,,Jonny Bairstow,2019,England,played,England,MA Wood,3,JDS Neesham,2,JM Bairstow,106,JJ Roy,60
2019-06-03,Nottingham,League-Match,PAK,ENG,,,,,Mohammad Hafeez,2019,England,played,Pakistan,MM Ali,3,Wahab Riaz,3,JE Root,107,JC Buttler,103
2019-06-07,Bristol,League-Match,Pakistan,Sri Lanka,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-07-14,Lord's,Final,NZ,ENG,,,,,Ben Stokes,2019,England,played,NA,CR Woakes,3,LE Plunkett,3,BA Stokes,84,JC Buttler,59
2019-06-13,Nottingham,League-Match,India,New Zealand,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-06-14,Southampton,League-Match,WI,ENG,,,,,Joe Root,2019,England,played,England,MA Wood,3,JC Archer,3,JE Root,100,N Pooran,63
2019-07-09,Manchester,League-Match,NZ,IND,,,,,Matt Henry,2019,England,played,New Zealand,MJ Henry,3,B Kumar,3,RA Jadeja,77,LRPL Taylor,74
2019-06-05,Southampton,League-Match,SA,IND,,,,,Rohit Sharma,2019,England,played,India,YS Chahal,4,JJ Bumrah,2,RG Sharma,122,CH Morris,42
2019-06-15,The Oval,League-Match,AUS,SL,,,,,Aaron Finch,2019,England,played,Australia,MA Starc,4,KW Richardson,3,AJ Finch,153,FDM Karunaratne,97
2019-06-16,Manchester,League-Match,IND,PAK,,,,,Rohit Sharma,2019,England,played,India,Mohammad Amir,3,Kuldeep Yadav,2,RG Sharma,140,V Kohli,77
NA,Cardiff,League-Match,AFG,SA,,,,,Imran Tahir,2019,England,played,South Africa,Imran Tahir,4,CH Morris,3,Q de Kock,68,HM Amla,41
2019-07-11,Birmingham,League-Match,AUS,ENG,,,,,Chris Woakes,2019,England,played,England,CR Woakes,3,AU Rashid,3,JJ Roy,85,SPD Smith,85
2019-05-30,The Oval,League-Match,ENG,SA,,,,,Ben Stokes,2019,England,played,England,JC Archer,3,L Ngidi,3,BA Stokes,89,Q de Kock,68
2019-06-12,Taunton,League-Match,AUS,PAK,,,,,David Warner,2019,England,played,Australia,Mohammad Amir,5,PJ Cummins,3,DA Warner,107,AJ Finch,82
2019-07-05,Lord's,League-Match,PAK,BAN,,,,,Shaheen Shah Afridi,2019,England,played,Pakistan,Shaheen Shah Afridi,6,Mustafizur Rahman,5,Imam-ul-Haq,100,Babar Azam,96
2019-07-04,Leeds,League-Match,WI,AFG,,,,,Shai Hope,2019,England,played,West Indies,CR Brathwaite,4,KAJ Roach,3,Ikram Alikhil,86,SD Hope,77
2019-06-30,Birmingham,League-Match,ENG,IND,,,,,Jonny Bairstow,2019,England,played,England,Mohammed Shami,5,LE Plunkett,3,JM Bairstow,111,RG Sharma,102
2019-07-06,Leeds,League-Match,SL,IND,,,,,Rohit Sharma,2019,England,played,India,JJ Bumrah,3,RA Jadeja,1,AD Mathews,113,KL Rahul,111
NA,The Oval,League-Match,BAN,NZ,,,,,Ross Taylor,2019,England,played,New Zealand,MJ Henry,4,Mosaddek Hossain,2,LRPL Taylor,82,Shakib Al Hasan,64
2019-06-26,Birmingham,League-Match,NZ,PAK,,,,,Babar Azam,2019,England,played,Pakistan,Shaheen Shah Afridi,3,Shadab Khan,1,Babar Azam,101,JDS Neesham,97
2019-06-27,Manchester,League-Match,IND,WI,,,,,Virat Kohli,2019,England,played,India,Mohammed Shami,4,KAJ Roach,3,V Kohli,72,MS Dhoni,56
2019-06-17,Taunton,League-Match,WI,BAN,,,,,Shakib Al Hasan,2019,England,played,Bangladesh,Mustafizur Rahman,3,Mohammad Saifuddin,3,Shakib Al Hasan,124,SD Hope,96
NA,Manchester,League-Match,SA,AUS,,,,,Faf du Plessis,2019,England,played,South Africa,K Rabada,3,D Pretorius,2,DA Warner,122,F du Plessis,100
2019-06-28,Chester-le-Street,League-Match,SL,SA,,,,,Dwaine Pretorius,2019,England,played,South Africa,D Pretorius,3,CH Morris,3,F du Plessis,96,HM Amla,80
NA,Lord's,League-Match,AUS,NZ,,,,,Alex Carey,2019,England,played,Australia,MA Starc,5,TA Boult,4,UT Khawaja,88,AT Carey,71
2019-06-01,Cardiff,League-Match,SL,NZ,,,,,Matt Henry,2019,England,played,New Zealand,LH Ferguson,3,MJ Henry,3,MJ Guptill,73,C Munro,58
2019-06-25,Lord's,League-Match,AUS,ENG,,,,,Aaron Finch,2019,England,played,Australia,JP Behrendorff,5,MA Starc,4,AJ Finch,100,BA Stokes,89
2019-06-06,Nottingham,League-Match,AUS,WI,,,,,Nathan Coulter-Nile,2019,England,played,Australia,MA Starc,5,CR Brathwaite,3,NM Coulter-Nile,92,SPD Smith,73
2019-06-11,Bristol,League-Match,Bangladesh,Sri Lanka,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-06-09,The Oval,League-Match,IND,AUS,,,,,Shikhar Dhawan,2019,England,played,India,B Kumar,3,JJ Bumrah,3,S Dhawan,117,V Kohli,82
2019-06-20,Nottingham,League-Match,AUS,BAN,,,,,David Warner,2019,England,played,Australia,Soumya Sarkar,3,MA Starc,2,DA Warner,166,Mushfiqur Rahim,102
2019-06-19,Birmingham,League-Match,SA,NZ,,,,,Kane Williamson,2019,England,played,New Zealand,CH Morris,3,LH Ferguson,3,KS Williamson,106,HE van der Dussen,67
NA,Bristol,League-Match,AFG,AUS,,,,,David Warner,2019,England,played,Australia,PJ Cummins,3,A Zampa,3,DA Warner,89,AJ Finch,66
2019-06-29,Leeds,League-Match,AFG,PAK,,,,,Imad Wasim,2019,England,played,Pakistan,Shaheen Shah Afridi,4,Mohammad Nabi,2,Imad Wasim,49,Babar Azam,45
